City-State,Population,Population Density
EAST LIVERPOOL-OH,23438.0,522.0
EAST LONGMEADOW-MA,15720.0,1209.0
EAST LYME-CT,6607.0,282.0
EAST LYNN-WV,1237.0,26.0
EAST LYNNE-MO,292.0,982.0
EAST MACHIAS-ME,1398.0,16.0
EAST MARION-NY,926.0,414.0
EAST MC KEESPORT-PA,2129.0,5131.0
EAST MEADOW-NY,38132.0,6103.0
EAST MEREDITH-NY,1045.0,28.0
EAST MILLINOCKET-ME,1728.0,191.0
EAST MILLSBORO-PA,741.0,52.0
EAST MOLINE-IL,24053.0,923.0
EAST MONTPELIER-VT,1546.0,90.0
EAST MORICHES-NY,5210.0,946.0
EAST NASSAU-NY,1776.0,61.0
EAST NEW MARKET-MD,2731.0,105.0
EAST NORTHPORT-NY,30184.0,3603.0
EAST NORWICH-NY,3430.0,2245.0
EAST ORANGE-NJ,64267.0,16372.5
EAST ORLAND-ME,81.0,259.0
EAST OTIS-MA,789.0,50.0
EAST OTTO-NY,948.0,27.0
EAST PALATKA-FL,4701.0,140.0
EAST PALESTINE-OH,7261.0,306.0
EAST PEORIA-IL,25268.0,618.0
EAST PETERSBURG-PA,4686.0,2513.0
EAST PITTSBURGH-PA,3292.0,3937.0
EAST POINT-KY,1297.0,82.0
EAST PRAIRIE-MO,5814.0,28.0
EAST PROSPECT-PA,755.0,3328.0
EAST PROVIDENCE-RI,21963.0,4496.0
EAST QUOGUE-NY,4603.0,528.0
EAST RANDOLPH-VT,354.0,60.0
EAST ROCHESTER-NY,8019.0,4213.0
EAST ROCHESTER-OH,1418.0,75.0
EAST ROCKAWAY-NY,10549.0,7686.0
EAST RUTHERFORD-NJ,8913.0,2403.0
EAST RYEGATE-VT,605.0,25.0
EAST SAINT LOUIS-IL,58304.0,1249.1666666666667
EAST SANDWICH-MA,6293.0,520.0
EAST SCHODACK-NY,444.0,312.0
EAST SETAUKET-NY,18949.0,1600.0
EAST SMETHPORT-PA,121.0,207.0
EAST SMITHFIELD-PA,306.0,166.0
EAST SPARTA-OH,2977.0,108.0
EAST SPENCER-NC,116.0,1365.0
EAST SPRINGFIELD-NY,62.0,36.0
EAST SPRINGFIELD-PA,1477.0,83.0
EAST STONE GAP-VA,455.0,927.0
EAST STROUDSBURG-PA,45923.0,502.5
EAST SYRACUSE-NY,14992.0,538.0
EAST TAUNTON-MA,6655.0,643.0
EAST TAWAS-MI,4716.0,64.0
EAST TEMPLETON-MA,559.0,1032.0
EAST THETFORD-VT,937.0,115.0
EAST TROY-WI,9679.0,168.0
EAST VANDERGRIFT-PA,676.0,5266.0
EAST WAKEFIELD-NH,1610.0,125.0
EAST WALLINGFORD-VT,597.0,23.0
EAST WALPOLE-MA,4226.0,1806.0
EAST WAREHAM-MA,3603.0,792.0
EAST WATERBORO-ME,2208.0,133.0
EAST WATERFORD-PA,1088.0,21.0
EAST WENATCHEE-WA,28719.0,160.0
EAST WEYMOUTH-MA,14559.0,3807.0
EAST WINDSOR-CT,4936.0,439.0
EAST WORCESTER-NY,563.0,49.0
EASTABOGA-AL,4247.0,156.0
EASTANOLLEE-GA,2854.0,112.0
EASTCHESTER-NY,9292.0,6819.0
EASTERN-KY,228.0,140.0
EASTFORD-CT,1408.0,54.0
EASTHAM-MA,4937.0,356.0
EASTHAMPTON-MA,17660.0,436.0
EASTLAKE-MI,421.0,303.0
EASTLAKE-OH,33579.0,3700.0
EASTLAND-TX,5628.0,45.0
EASTMAN-GA,15383.0,54.0
EASTMAN-WI,1215.0,18.0
EASTON-CT,7453.0,278.0
EASTON-IL,647.0,9.0
EASTON-KS,1442.0,23.0
EASTON-MD,23597.0,216.0
EASTON-ME,1287.0,33.0
EASTON-MN,507.0,10.0
EASTON-MO,1096.0,23.0
EASTON-PA,83703.0,1440.3333333333333
EASTON-TX,223.0,67.0
EASTON-WA,689.0,5.0
EASTOVER-SC,5652.0,41.0
EASTPOINT-FL,3149.0,28.0
EASTPOINTE-MI,32353.0,6323.0
EASTPORT-ME,1331.0,365.0
EASTPORT-MI,206.0,123.0
EASTPORT-NY,1986.0,808.0
EASTSOUND-WA,3651.0,114.0
EASTVIEW-KY,2120.0,36.0
EASTVILLE-VA,671.0,57.0
EATON CENTER-NH,395.0,16.0
EATON RAPIDS-MI,15971.0,143.0
EATON-CO,7482.0,71.0
EATON-IN,2827.0,101.0
EATON-NY,1374.0,47.0
EATON-OH,15691.0,117.0
EATONTON-GA,20039.0,60.0
EATONTOWN-NJ,21710.0,1751.0
EATONVILLE-WA,10433.0,49.0
EAU CLAIRE-MI,3346.0,82.0
EAU CLAIRE-PA,316.0,292.0
EAU CLAIRE-WI,81075.0,492.0
EAU GALLE-WI,487.0,23.0
EBEN JUNCTION-MI,299.0,13.0
EBENSBURG-PA,9148.0,118.0
EBONY-VA,356.0,26.0
EBRO-FL,679.0,19.0
ECCLES-WV,488.0,252.0
ECHO-MN,600.0,9.0
ECHO-OR,1085.0,3.0
ECKERMAN-MI,334.0,2.0
ECKERT-CO,1714.0,83.0
ECKERTY-IN,805.0,27.0
ECKLEY-CO,425.0,2.0
ECLECTIC-AL,5428.0,60.0
ECONOMY-IN,669.0,50.0
ECORSE-MI,9556.0,3389.0
ECRU-MS,2775.0,89.0
ECTOR-TX,868.0,62.0
EDCOUCH-TX,10657.0,150.0
EDDINGTON-ME,3146.0,53.0
EDDY-TX,2867.0,43.0
EDDYVILLE-IA,1745.0,21.0
EDDYVILLE-IL,293.0,17.0
EDDYVILLE-KY,5298.0,61.0
EDDYVILLE-NE,226.0,2.0
EDDYVILLE-OR,434.0,3.0
EDELSTEIN-IL,1088.0,34.0
EDEN MILLS-VT,547.0,17.0
EDEN PRAIRIE-MN,60797.0,1936.3333333333333
EDEN VALLEY-MN,2118.0,42.0
EDEN-GA,998.0,264.0
EDEN-ID,918.0,24.0
EDEN-MD,1930.0,68.0
EDEN-NC,24071.0,355.0
EDEN-NY,8116.0,169.0
EDEN-SD,299.0,4.0
EDEN-TX,3188.0,7.0
EDEN-UT,4111.0,36.0
EDEN-VT,776.0,25.0
EDEN-WI,2027.0,51.0
EDENTON-NC,12562.0,106.0
EDGAR SPRINGS-MO,1593.0,17.0
EDGAR-MT,194.0,9.0
EDGAR-NE,750.0,6.0
EDGAR-WI,4479.0,41.0
EDGARD-LA,2481.0,137.0
EDGARTON-WV,408.0,48.0
EDGARTOWN-MA,4067.0,152.0
EDGECOMB-ME,1249.0,69.0
EDGEFIELD-SC,8535.0,38.0
EDGELEY-ND,1092.0,4.0
EDGEMONT-AR,881.0,14.0
EDGEMONT-SD,1327.0,1.0
EDGEMOOR-SC,2317.0,83.0
EDGERTON-KS,2612.0,55.0
EDGERTON-MN,1984.0,17.0
EDGERTON-MO,1340.0,38.0
EDGERTON-OH,3744.0,58.0
EDGERTON-WI,11512.0,142.0
EDGERTON-WY,207.0,13.0
EDGEWATER-FL,24868.0,863.0
EDGEWATER-MD,20618.0,1194.0
EDGEWATER-NJ,11513.0,12312.0
EDGEWOOD-IA,1999.0,32.0
EDGEWOOD-IL,1085.0,23.0
EDGEWOOD-MD,24420.0,3065.0
EDGEWOOD-NM,13105.0,87.0
EDGEWOOD-TX,3722.0,79.0
EDINA-MO,1916.0,15.0
EDINBORO-PA,10480.0,131.0
EDINBURG-IL,1792.0,30.0
EDINBURG-ND,504.0,5.0
EDINBURG-PA,3074.0,116.0
EDINBURG-TX,136507.0,953.6666666666666
EDINBURG-VA,6018.0,70.0
EDINBURGH-IN,8127.0,132.0
EDISON-GA,2440.0,28.0
EDISON-NE,243.0,3.0
EDISON-NJ,100058.0,3257.3333333333335
EDISON-OH,1588.0,48.0
EDISTO ISLAND-SC,2408.0,32.0
EDMESTON-NY,1590.0,42.0
EDMOND-OK,141852.0,1182.2
EDMOND-WV,391.0,72.0
EDMONDS-WA,54225.0,3695.5
EDMONDSON-AR,104.0,1564.0
EDMONSON-TX,157.0,8.0
EDMONTON-KY,7026.0,35.0
EDMORE-MI,3254.0,50.0
EDMORE-ND,341.0,2.0
EDNA-KS,969.0,13.0
EDNA-TX,8187.0,22.0
EDON-OH,2726.0,40.0
EDROY-TX,179.0,114.0
EDSON-KS,149.0,1.0
EDWALL-WA,641.0,5.0
EDWARD-NC,358.0,55.0
EDWARDS-CA,3074.0,32.0
EDWARDS-CO,10276.0,84.0
EDWARDS-IL,2668.0,146.0
EDWARDS-MO,1996.0,15.0
EDWARDS-MS,4338.0,30.0
EDWARDS-NY,1092.0,20.0
EDWARDSBURG-MI,10171.0,236.0
EDWARDSPORT-IN,476.0,25.0
EDWARDSVILLE-IL,33748.0,310.0
EEK-AK,296.0,325.0
EFFIE-LA,1036.0,15.0
EFFIE-MN,459.0,2.0
EFFINGHAM-IL,19096.0,183.0
EFFINGHAM-KS,1124.0,16.0
EFFINGHAM-NH,1465.0,38.0
EFFINGHAM-SC,9465.0,120.0
EFFORT-PA,8927.0,544.0
EFLAND-NC,4337.0,109.0
EGAN-LA,1261.0,45.0
EGAN-SD,428.0,13.0
EGEGIK-AK,109.0,4.0
EGELAND-ND,122.0,1.0
EGG HARBOR CITY-NJ,13442.0,116.0
EGG HARBOR TOWNSHIP-NJ,42532.0,702.0
EGG HARBOR-WI,1195.0,30.0
EGGLESTON-VA,210.0,33.0
EGLON-WV,706.0,29.0
EGNAR-CO,121.0,0.0
EGYPT-AR,174.0,11.0
EHRENBERG-AZ,1482.0,23.0
EHRHARDT-SC,1352.0,17.0
EIDSON-TN,711.0,15.0
EIGHT MILE-AL,12749.0,249.0
EIGHTY FOUR-PA,5299.0,118.0
EITZEN-MN,330.0,18.0
EKALAKA-MT,821.0,1.0
EKRON-KY,2299.0,120.0
EKWOK-AK,115.0,12.0
EL CAJON-CA,165433.0,2985.3333333333335
EL CAMPO-TX,17054.0,53.0
EL CENTRO-CA,48030.0,436.0
EL CERRITO-CA,23877.0,4945.0
EL DORADO HILLS-CA,38797.0,940.0
EL DORADO SPRINGS-MO,7836.0,31.0
EL DORADO-AR,32213.0,70.0
EL DORADO-CA,3806.0,73.0
EL DORADO-KS,17969.0,70.0
EL INDIO-TX,229.0,5.0
EL MIRAGE-AZ,31787.0,3179.0
EL MONTE-CA,90977.0,10529.5
EL NIDO-CA,817.0,15.0
EL PASO-AR,1151.0,26.0
EL PASO-IL,4212.0,53.0
EL PASO-TX,738438.0,2955.1
EL PORTAL-CA,541.0,14.0
EL PRADO-NM,3600.0,142.0
EL RENO-OK,18595.0,101.0
EL RITO-NM,974.0,7.0
EL SEGUNDO-CA,16654.0,3049.0
EL SOBRANTE-CA,24904.0,2134.0
ELAINE-AR,667.0,11.0
ELAND-WI,1099.0,25.0
ELBA-AL,8255.0,36.0
ELBA-NE,485.0,5.0
ELBA-NY,2285.0,57.0
ELBERFELD-IN,2679.0,51.0
ELBERON-IA,447.0,13.0
ELBERON-VA,933.0,22.0
ELBERT-CO,4232.0,24.0
ELBERT-WV,139.0,16.0
ELBERTA-AL,6873.0,71.0
ELBERTA-MI,372.0,502.0
ELBERTA-UT,410.0,5.0
ELBERTON-GA,16109.0,57.0
ELBING-KS,229.0,812.0
ELBOW LAKE-MN,1994.0,12.0
ELBRIDGE-NY,2806.0,175.0
ELBURN-IL,10371.0,206.0
ELCHO-WI,1127.0,17.0
ELCO-PA,313.0,1335.0
ELDERTON-PA,613.0,186.0
ELDON-IA,1373.0,38.0
ELDON-MO,11551.0,80.0
ELDORA-IA,3456.0,32.0
ELDORADO SPRINGS-CO,253.0,22.0
ELDORADO-IL,6263.0,88.0
ELDORADO-OH,931.0,71.0
ELDORADO-OK,643.0,4.0
ELDORADO-TX,3377.0,3.0
ELDORADO-WI,1185.0,39.0
ELDRED-IL,536.0,8.0
ELDRED-NY,786.0,31.0
ELDRED-PA,2818.0,48.0
ELDRIDGE-AL,1186.0,23.0
ELDRIDGE-IA,8850.0,214.0
ELDRIDGE-MO,1011.0,15.0
ELEANOR-WV,1683.0,360.0
ELECTRA-TX,3502.0,12.0
ELECTRIC CITY-WA,1058.0,24.0
ELEELE-HI,2319.0,797.0
ELEPHANT BUTTE-NM,1770.0,49.0
ELEVA-WI,3149.0,32.0
ELFIN COVE-AK,120.0,0.0
ELFRIDA-AZ,1333.0,3.0
ELGIN-AZ,965.0,3.0
ELGIN-IA,1435.0,17.0
ELGIN-IL,117295.0,2336.3333333333335
ELGIN-MN,2042.0,40.0
ELGIN-ND,945.0,3.0
ELGIN-NE,1254.0,6.0
ELGIN-OH,50.0,366.0
ELGIN-OK,4675.0,58.0
ELGIN-OR,2628.0,13.0
ELGIN-SC,21871.0,312.0
ELGIN-TN,139.0,199.0
ELGIN-TX,21659.0,116.0
ELIDA-NM,455.0,0.0
ELIM-AK,330.0,0.0
ELIOT-ME,6211.0,314.0
ELIZABETH CITY-NC,40699.0,179.0
ELIZABETH-AR,800.0,14.0
ELIZABETH-CO,12042.0,77.0
ELIZABETH-IL,1989.0,19.0
ELIZABETH-IN,4429.0,53.0
ELIZABETH-LA,937.0,33.0
ELIZABETH-MN,291.0,16.0
ELIZABETH-NJ,98331.0,13106.0
ELIZABETH-PA,10894.0,412.0
ELIZABETH-WV,4547.0,31.0
ELIZABETHPORT-NJ,26636.0,16685.0
ELIZABETHTON-TN,33689.0,262.0
ELIZABETHTOWN-IL,1571.0,15.0
ELIZABETHTOWN-IN,2839.0,89.0
ELIZABETHTOWN-KY,48194.0,304.0
ELIZABETHTOWN-NC,10670.0,67.0
ELIZABETHTOWN-NY,1236.0,19.0
ELIZABETHTOWN-PA,29602.0,538.0
ELIZABETHVILLE-PA,3535.0,157.0
ELIZAVILLE-NY,1798.0,82.0
ELK CITY-ID,376.0,0.0
ELK CITY-KS,877.0,5.0
ELK CITY-OK,14147.0,74.0
ELK CREEK-CA,604.0,2.0
ELK CREEK-MO,492.0,8.0
ELK CREEK-NE,256.0,7.0
ELK CREEK-VA,1058.0,19.0
ELK FALLS-KS,161.0,4.0
ELK GARDEN-WV,1170.0,28.0
ELK GROVE VILLAGE-IL,33820.0,2402.0
ELK GROVE-CA,162646.0,2261.6666666666665
ELK HORN-IA,914.0,32.0
ELK HORN-KY,1454.0,25.0
ELK MILLS-MD,257.0,516.0
ELK MOUND-WI,4950.0,49.0
ELK MOUNTAIN-WY,268.0,1.0
ELK PARK-NC,2527.0,82.0
ELK POINT-SD,2795.0,21.0
ELK RAPIDS-MI,2223.0,553.0
ELK RIVER-ID,143.0,15.0
ELK RIVER-MN,36440.0,349.0
ELK-CA,426.0,6.0
ELK-WA,3947.0,49.0
ELKA PARK-NY,576.0,14.0
ELKADER-IA,2321.0,23.0
ELKFORK-KY,233.0,20.0
ELKHART LAKE-WI,3500.0,57.0
ELKHART-IA,1195.0,46.0
ELKHART-IL,821.0,15.0
ELKHART-IN,97528.0,1193.0
ELKHART-KS,2558.0,12.0
ELKHART-TX,5069.0,34.0
ELKHORN CITY-KY,5352.0,82.0
ELKHORN-NE,16422.0,434.0
ELKHORN-WI,19045.0,165.0
ELKHORN-WV,250.0,142.0
ELKIN-NC,10472.0,149.0
ELKINS PARK-PA,19067.0,4824.0
ELKINS-AR,5658.0,36.0
ELKINS-NH,115.0,212.0
ELKINS-WV,14591.0,113.0
ELKLAND-MO,2759.0,34.0
ELKLAND-PA,2006.0,210.0
ELKMONT-AL,8868.0,81.0
ELKO NEW MARKET-MN,5888.0,984.0
ELKO-GA,1226.0,19.0
ELKO-NV,23298.0,13.0
ELKO-SC,164.0,49.0
ELKPORT-IA,153.0,13.0
ELKRIDGE-MD,26344.0,1815.0
ELKTON-FL,4118.0,53.0
ELKTON-KY,6844.0,39.0
ELKTON-MD,44471.0,470.0
ELKTON-MI,1683.0,35.0
ELKTON-MN,273.0,10.0
ELKTON-OR,841.0,9.0
ELKTON-SD,1458.0,9.0
ELKTON-TN,227.0,424.0
ELKTON-VA,10388.0,76.0
ELKVIEW-WV,11697.0,113.0
ELKVILLE-IL,1592.0,41.0
ELKWOOD-VA,534.0,22.0
ELLABELL-GA,7305.0,85.0
ELLAMORE-WV,369.0,16.0
ELLAVILLE-GA,4962.0,30.0
ELLENBORO-NC,7969.0,112.0
ELLENBORO-WV,972.0,35.0
ELLENBURG CENTER-NY,1074.0,18.0
ELLENBURG DEPOT-NY,1748.0,18.0
ELLENDALE-DE,2522.0,75.0
ELLENDALE-MN,2012.0,19.0
ELLENDALE-ND,1965.0,6.0
ELLENSBURG-WA,30239.0,52.0
ELLENTON-FL,11952.0,2276.0
ELLENTON-GA,281.0,355.0
ELLENVILLE-NY,6602.0,122.0
ELLENWOOD-GA,39865.0,1232.0
ELLERBE-NC,4607.0,32.0
ELLERSLIE-GA,2483.0,214.0
ELLERSLIE-MD,631.0,174.0
ELLERY-IL,383.0,8.0
ELLETTSVILLE-IN,7986.0,324.0
ELLICOTT CITY-MD,80322.0,1751.0
ELLICOTTVILLE-NY,1576.0,34.0
ELLIJAY-GA,25660.0,71.0
ELLINGER-TX,471.0,21.0
ELLINGTON-CT,15547.0,460.0
ELLINGTON-MO,2920.0,9.0
ELLINGTON-NY,211.0,94.0
ELLINWOOD-KS,2759.0,16.0
ELLIOTT-IA,622.0,11.0
ELLIOTT-IL,302.0,149.0
ELLIOTT-SC,237.0,95.0
ELLIOTTSBURG-PA,1893.0,60.0
ELLIS GROVE-IL,1061.0,29.0
ELLIS-KS,2651.0,8.0
ELLISBURG-NY,282.0,88.0
ELLISON BAY-WI,897.0,34.0
ELLISTON-MT,343.0,2.0
ELLISTON-VA,3914.0,85.0
ELLISVILLE-IL,371.0,11.0
ELLISVILLE-MS,12917.0,77.0
ELLOREE-SC,3683.0,56.0
ELLSINORE-MO,2922.0,16.0
ELLSTON-IA,334.0,7.0
ELLSWORTH-IA,862.0,19.0
ELLSWORTH-IL,516.0,15.0
ELLSWORTH-KS,3674.0,17.0
ELLSWORTH-ME,12974.0,46.0
ELLSWORTH-MI,1446.0,38.0
ELLSWORTH-MN,741.0,16.0
ELLSWORTH-NE,121.0,0.0
ELLSWORTH-PA,1090.0,1431.0
ELLSWORTH-WI,6819.0,66.0
ELLWOOD CITY-PA,17185.0,467.0
ELM CITY-NC,8143.0,89.0
ELM CREEK-NE,1688.0,11.0
ELM GROVE-LA,2409.0,26.0
ELM GROVE-WI,5985.0,1830.0
ELM MOTT-TX,3005.0,106.0
ELMA-IA,1374.0,12.0
ELMA-NY,8933.0,332.0
ELMA-WA,10101.0,48.0
ELMDALE-KS,228.0,2.0
ELMENDORF-TX,7941.0,157.0
ELMER CITY-WA,240.0,1111.0
ELMER-LA,1225.0,21.0
ELMER-MO,283.0,5.0
ELMER-NJ,12702.0,159.0
ELMER-OK,218.0,3.0
ELMHURST-IL,46371.0,4164.0
ELMHURST-NY,100820.0,66007.0
ELMIRA-MI,2187.0,23.0
ELMIRA-NY,49642.0,1471.0
ELMIRA-OR,2572.0,116.0
ELMO-MO,312.0,7.0
ELMO-MT,403.0,12.0
ELMO-UT,840.0,15.0
ELMONT-NY,41356.0,9989.0
ELMORA-PA,83.0,470.0
ELMORE CITY-OK,2761.0,17.0
ELMORE-AL,5729.0,397.0
ELMORE-MN,969.0,12.0
ELMORE-OH,2891.0,105.0
ELMSFORD-NY,7444.0,2063.0
ELMWOOD PARK-IL,42920.0,11896.0
ELMWOOD PARK-NJ,19403.0,7328.0
ELMWOOD-IL,2880.0,45.0
ELMWOOD-NE,1098.0,22.0
ELMWOOD-TN,1425.0,42.0
ELMWOOD-WI,2056.0,23.0
ELNORA-IN,1042.0,33.0
ELON-NC,14173.0,281.0
ELORA-TN,1364.0,45.0
ELOY-AZ,18017.0,67.0
ELRAMA-PA,325.0,743.0
ELROD-AL,594.0,23.0
ELROSA-MN,211.0,1303.0
ELROY-WI,2782.0,35.0
ELSA-TX,8447.0,1420.0
ELSAH-IL,1276.0,216.0
ELSBERRY-MO,4546.0,41.0
ELSIE-MI,3512.0,48.0
ELSIE-NE,364.0,2.0
ELSINORE-UT,1214.0,314.0
ELSMORE-KS,291.0,6.0
ELTON-LA,2685.0,28.0
ELTON-PA,218.0,640.0
ELTON-WI,135.0,28.0
ELTOPIA-WA,907.0,12.0
ELVASTON-IL,172.0,77.0
ELVERSON-PA,5465.0,146.0
ELVERTA-CA,5975.0,257.0
ELWELL-MI,1393.0,54.0
ELWIN-IL,105.0,51.0
ELWOOD-IL,3968.0,97.0
ELWOOD-IN,11663.0,148.0
ELWOOD-KS,927.0,207.0
ELWOOD-NE,1836.0,12.0
ELY-IA,2461.0,85.0
ELY-MN,5820.0,7.0
ELY-NV,7606.0,4.0
ELYRIA-NE,103.0,4.0
ELYRIA-OH,64263.0,1346.0
ELYSBURG-PA,4115.0,156.0
ELYSIAN-MN,1372.0,62.0
EMBARRASS-MN,1453.0,8.0
EMBARRASS-WI,231.0,236.0
EMBLEM-WY,105.0,9.0
EMBUDO-NM,368.0,10.0
EMDEN-IL,738.0,19.0
EMDEN-MO,127.0,6.0
EMEIGH-PA,265.0,101.0
EMELLE-AL,872.0,6.0
EMERADO-ND,880.0,8.0
EMERALD ISLE-NC,3655.0,638.0
EMERSON-AR,1735.0,9.0
EMERSON-GA,1650.0,416.0
EMERSON-IA,895.0,11.0
EMERSON-KY,172.0,20.0
EMERSON-NE,1286.0,13.0
EMERSON-NJ,7379.0,3353.0
EMERY-SD,730.0,7.0
EMERY-UT,321.0,6.0
EMERYVILLE-CA,28019.0,10235.0
EMIGRANT GAP-CA,115.0,4.0
EMIGRANT-MT,836.0,4.0
EMIGSVILLE-PA,344.0,574.0
EMILY-MN,1150.0,12.0
EMINENCE-KY,3789.0,101.0
EMINENCE-MO,1634.0,9.0
EMINGTON-IL,273.0,8.0
EMLENTON-PA,3510.0,44.0
EMMA-MO,227.0,592.0
EMMALENA-KY,877.0,49.0
EMMAUS-PA,17341.0,1156.0
EMMET-AR,1334.0,16.0
EMMET-NE,155.0,6.0
EMMETSBURG-IA,4541.0,32.0
EMMETT-ID,15422.0,66.0
EMMETT-KS,487.0,8.0
EMMETT-MI,2654.0,75.0
EMMITSBURG-MD,5850.0,183.0
EMMONAK-AK,762.0,120.0
EMMONS-MN,744.0,16.0
EMORY-TX,6350.0,55.0
EMPIRE-AL,3866.0,99.0
EMPIRE-CA,1749.0,2820.0
EMPIRE-CO,486.0,9.0
EMPIRE-MI,1429.0,32.0
EMPIRE-OH,285.0,1209.0
EMPORIA-KS,28492.0,97.0
EMPORIA-VA,16962.0,60.0
EMPORIUM-PA,4533.0,22.0
ENCAMPMENT-WY,878.0,1.0
ENCINAL-TX,1855.0,2.0
ENCINITAS-CA,49121.0,2911.0
ENCINO-CA,41270.0,3947.5
ENCINO-NM,187.0,0.0
ENCINO-TX,433.0,2.0
ENDEAVOR-PA,158.0,26.0
ENDEAVOR-WI,1285.0,32.0
ENDERLIN-ND,1391.0,8.0
ENDERS-NE,133.0,3.0
ENDICOTT-NE,216.0,9.0
ENDICOTT-NY,44264.0,900.0
ENDICOTT-WA,527.0,2.0
ENERGY-IL,1230.0,856.0
ENFIELD-CT,44654.0,1342.0
ENFIELD-IL,1152.0,16.0
ENFIELD-NC,8201.0,43.0
ENFIELD-NH,4762.0,111.0
ENGADINE-MI,897.0,9.0
ENGELHARD-NC,1476.0,15.0
ENGLAND-AR,4470.0,19.0
ENGLEWOOD CLIFFS-NJ,5309.0,2537.0
ENGLEWOOD-CO,99594.0,2570.5
ENGLEWOOD-FL,32269.0,889.5
ENGLEWOOD-KS,103.0,3.0
ENGLEWOOD-NJ,27119.0,5523.0
ENGLEWOOD-OH,21447.0,1078.0
ENGLEWOOD-TN,5588.0,96.0
ENGLISH-IN,3502.0,25.0
ENGLISHTOWN-NJ,42508.0,1314.0
ENID-MS,1186.0,19.0
ENID-OK,52759.0,208.5
ENIGMA-GA,2783.0,47.0
ENLOE-TX,142.0,20.0
ENNICE-NC,1653.0,58.0
ENNIS-MT,2141.0,4.0
ENNIS-TX,26601.0,100.0
ENOLA-AR,969.0,31.0
ENOLA-PA,16778.0,1112.0
ENON VALLEY-PA,2463.0,74.0
ENON-OH,5019.0,793.0
ENOREE-SC,5654.0,64.0
ENOSBURG FALLS-VT,4977.0,42.0
ENSIGN-KS,339.0,3.0
ENTERPRISE-AL,35530.0,296.0
ENTERPRISE-KS,1115.0,29.0
ENTERPRISE-LA,214.0,6.0
ENTERPRISE-MS,2746.0,21.0
ENTERPRISE-OR,3124.0,4.0
ENTERPRISE-UT,1964.0,12.0
ENTERPRISE-WV,679.0,515.0
ENTIAT-WA,1953.0,4.0
ENTRIKEN-PA,67.0,97.0
ENUMCLAW-WA,20987.0,52.0
ENVILLE-TN,1120.0,21.0
EOLIA-KY,759.0,24.0
EOLIA-MO,1663.0,21.0
EPES-AL,834.0,9.0
EPHRAIM-UT,6310.0,189.0
EPHRAIM-WI,277.0,78.0
EPHRATA-PA,32483.0,743.0
EPHRATA-WA,11055.0,37.0
EPPING-ND,466.0,2.0
EPPING-NH,6341.0,244.0
EPPS-LA,1578.0,24.0
EPSOM-NH,4572.0,133.0
EPWORTH-GA,1603.0,23.0
EPWORTH-IA,2589.0,54.0
EQUALITY-AL,1089.0,15.0
EQUALITY-IL,927.0,12.0
EQUINUNK-PA,1121.0,19.0
ERA-TX,431.0,16.0
ERATH-LA,7385.0,94.0
ERBACON-WV,198.0,8.0
ERHARD-MN,1164.0,19.0
ERICK-OK,1538.0,5.0
ERICSON-NE,267.0,3.0
ERIE-CO,20254.0,507.0
ERIE-IL,2737.0,32.0
ERIE-KS,2215.0,16.0
ERIE-MI,5753.0,214.0
ERIE-ND,129.0,3.0
ERIE-PA,182679.0,3673.9
ERIEVILLE-NY,1040.0,40.0
ERIN-NY,1956.0,54.0
ERIN-TN,5153.0,54.0
ERLANGER-KY,27345.0,2394.0
ERMINE-KY,802.0,125.0
ERNEST-PA,462.0,727.0
ERNUL-NC,1140.0,21.0
EROS-LA,2807.0,26.0
ERROL-NH,461.0,1.0
ERSKINE-MN,1363.0,16.0
ERVING-MA,1498.0,110.0
ERWIN-NC,6751.0,188.0
ERWIN-SD,118.0,3.0
ERWIN-TN,12750.0,129.0
ERWINNA-PA,361.0,132.0
ERWINVILLE-LA,1032.0,51.0
ESBON-KS,242.0,2.0
ESCALANTE-UT,961.0,3.0
ESCALON-CA,12819.0,145.0
ESCANABA-MI,17347.0,266.0
ESCONDIDO-CA,171802.0,1310.25
ESKDALE-WV,976.0,18.0
ESKO-MN,4616.0,129.0
ESKRIDGE-KS,985.0,6.0
ESMOND-IL,242.0,14.0
ESMOND-ND,320.0,2.0
ESMONT-VA,1486.0,33.0
ESOPUS-NY,281.0,133.0
ESPANOLA-NM,18408.0,4546.5
ESPARTO-CA,3513.0,68.0
ESPERANCE-NY,2143.0,64.0
ESSEX FELLS-NJ,2091.0,1486.0
ESSEX JUNCTION-VT,19710.0,475.0
ESSEX-CT,3245.0,568.0
ESSEX-IA,1299.0,15.0
ESSEX-IL,1064.0,56.0
ESSEX-MA,3504.0,251.0
ESSEX-MD,42154.0,2855.0
ESSEX-MO,1554.0,14.0
ESSEX-MT,130.0,1.0
ESSEX-NY,599.0,19.0
ESSEXVILLE-MI,11483.0,467.0
ESSIE-KY,674.0,43.0
ESSINGTON-PA,3971.0,1718.0
ESTACADA-OR,9832.0,77.0
ESTANCIA-NM,3730.0,5.0
ESTELL MANOR-NJ,1253.0,89.0
ESTELLINE-SD,1274.0,13.0
ESTELLINE-TX,180.0,2.0
ESTERO-FL,20830.0,289.0
ESTES PARK-CO,9313.0,31.0
ESTHERVILLE-IA,7661.0,41.0
ESTHERWOOD-LA,899.0,94.0
ESTILL SPRINGS-TN,6784.0,188.0
ESTILL-SC,5278.0,58.0
ESTILLFORK-AL,288.0,4.0
ETHAN-SD,895.0,8.0
ETHEL-AR,114.0,1.0
