City-State,Population,Population Density
LANSING-MI,162150.0,2700.4285714285716
LANSING-MN,169.0,254.0
LANSING-NC,3521.0,51.0
LANSING-NY,3826.0,115.0
LANSING-OH,295.0,1372.0
LANSING-WV,266.0,61.0
LAONA-WI,1552.0,12.0
LAOTTO-IN,1631.0,73.0
LAPAZ-IN,433.0,879.0
LAPEER-MI,30749.0,257.0
LAPEL-IN,2826.0,179.0
LAPINE-AL,1490.0,22.0
LAPOINT-UT,1102.0,10.0
LAPORTE-CO,2636.0,60.0
LAPORTE-MN,3241.0,12.0
LAPORTE-PA,516.0,20.0
LAPWAI-ID,2190.0,24.0
LAQUEY-MO,1029.0,25.0
LARAMIE-WY,35299.0,45.0
LARCHMONT-NY,16597.0,4617.0
LARCHWOOD-IA,1737.0,19.0
LAREDO-MO,441.0,10.0
LAREDO-TX,248858.0,1612.5
LARGO-FL,103921.0,4198.8
LARIMER-PA,314.0,1103.0
LARIMORE-ND,2049.0,10.0
LARKSPUR-CA,6859.0,3208.0
LARKSPUR-CO,5308.0,39.0
LARNED-KS,5905.0,19.0
LAROSE-LA,7141.0,99.0
LARRABEE-IA,251.0,11.0
LARSEN BAY-AK,90.0,6.0
LARSEN-WI,2601.0,56.0
LARSLAN-MT,65.0,0.0
LARUE-TX,2776.0,23.0
LARWILL-IN,1497.0,44.0
LAS ANIMAS-CO,5134.0,5.0
LAS CRUCES-NM,142307.0,835.2
LAS VEGAS-NM,20081.0,12.0
LAS VEGAS-NV,1417609.0,4190.309523809524
LASARA-TX,779.0,427.0
LASCASSAS-TN,4035.0,72.0
LASHMEET-WV,853.0,147.0
LATAH-WA,282.0,8.0
LATEXO-TX,75.0,39.0
LATHAM-IL,540.0,26.0
LATHAM-KS,244.0,2.0
LATHAM-MO,755.0,33.0
LATHAM-NY,21908.0,1492.0
LATHAM-OH,370.0,24.0
LATHROP-CA,17853.0,830.0
LATHROP-MO,4251.0,45.0
LATIMER-IA,804.0,16.0
LATON-CA,3468.0,84.0
LATONIA-KY,20864.0,820.0
LATROBE-PA,28432.0,381.0
LATTA-SC,7127.0,58.0
LATTIMER MINES-PA,401.0,1549.0
LATTIMORE-NC,248.0,999.0
LATTY-OH,193.0,726.0
LAUDERDALE-MS,3160.0,27.0
LAUGHLIN-NV,7546.0,80.0
LAUGHLINTOWN-PA,423.0,33.0
LAUPAHOEHOE-HI,799.0,18.0
LAURA-IL,393.0,17.0
LAURA-OH,1690.0,83.0
LAUREL BLOOMERY-TN,766.0,29.0
LAUREL FORK-VA,890.0,31.0
LAUREL HILL-FL,3510.0,25.0
LAUREL HILL-NC,4759.0,84.0
LAUREL SPRINGS-NC,1494.0,22.0
LAUREL-DE,15500.0,153.0
LAUREL-IA,569.0,16.0
LAUREL-IN,3226.0,49.0
LAUREL-MD,102149.0,2216.5
LAUREL-MS,43244.0,581.0
LAUREL-MT,10971.0,62.0
LAUREL-NE,1572.0,13.0
LAUREL-NY,1123.0,413.0
LAURELTON-PA,219.0,431.0
LAURELVILLE-OH,4445.0,47.0
LAURENS-IA,1625.0,18.0
LAURENS-NY,1236.0,55.0
LAURENS-SC,20977.0,145.0
LAURIER-WA,56.0,1.0
LAURINBURG-NC,25641.0,206.0
LAURYS STATION-PA,1228.0,768.0
LAVA HOT SPRINGS-ID,1069.0,8.0
LAVACA-AR,5251.0,98.0
LAVALETTE-WV,2783.0,156.0
LAVALLETTE-NJ,3114.0,1800.0
LAVEEN-AZ,35586.0,167.0
LAVELLE-PA,229.0,395.0
LAVERNE-OK,2156.0,4.0
LAVINA-MT,390.0,1.0
LAVINIA-TN,1037.0,20.0
LAVON-TX,3070.0,232.0
LAVONIA-GA,7232.0,122.0
LAWAI-HI,553.0,519.0
LAWLER-IA,995.0,14.0
LAWLEY-AL,568.0,8.0
LAWN-PA,213.0,378.0
LAWN-TX,480.0,14.0
LAWNDALE-CA,34924.0,13031.0
LAWNDALE-IL,124.0,75.0
LAWNDALE-NC,8342.0,89.0
LAWNSIDE-NJ,2909.0,2248.0
LAWRENCE TOWNSHIP-NJ,32263.0,1929.0
LAWRENCE-KS,92094.0,465.5
LAWRENCE-MA,76383.0,10679.333333333334
LAWRENCE-MI,3717.0,82.0
LAWRENCE-MS,1235.0,16.0
LAWRENCE-NE,631.0,6.0
LAWRENCE-NY,8176.0,1957.0
LAWRENCE-PA,1360.0,2034.0
LAWRENCEBURG-IN,22932.0,414.0
LAWRENCEBURG-KY,21125.0,112.0
LAWRENCEBURG-TN,22293.0,80.0
LAWRENCEVILLE-GA,228867.0,2377.25
LAWRENCEVILLE-IL,7536.0,53.0
LAWRENCEVILLE-PA,2320.0,50.0
LAWRENCEVILLE-VA,7367.0,61.0
LAWSON-MO,6121.0,69.0
LAWSONVILLE-NC,1560.0,47.0
LAWTEY-FL,4416.0,61.0
LAWTON-IA,1737.0,29.0
LAWTON-MI,6662.0,154.0
LAWTON-ND,158.0,1.0
LAWTON-OK,93591.0,397.0
LAWTON-PA,352.0,35.0
LAWTONS-NY,1079.0,51.0
LAYLAND-WV,309.0,14.0
LAYTON-NJ,119.0,18.0
LAYTON-UT,67651.0,2587.0
LAYTONVILLE-CA,2556.0,10.0
LAZBUDDIE-TX,137.0,7.0
LE CENTER-MN,3867.0,45.0
LE CLAIRE-IA,5153.0,207.0
LE GRAND-CA,2942.0,25.0
LE GRAND-IA,931.0,939.0
LE MARS-IA,12336.0,53.0
LE RAYSVILLE-PA,868.0,34.0
LE ROY-IL,4339.0,52.0
LE ROY-KS,943.0,11.0
LE ROY-MN,1567.0,21.0
LE ROY-NY,8275.0,141.0
LE ROY-WV,1071.0,18.0
LE SUEUR-MN,5985.0,46.0
LEACHVILLE-AR,2574.0,46.0
LEAD HILL-AR,2268.0,26.0
LEAD-SD,3793.0,16.0
LEADORE-ID,345.0,0.0
LEADVILLE-CO,7090.0,25.0
LEADWOOD-MO,1206.0,834.0
LEAF RIVER-IL,1711.0,26.0
LEAGUE CITY-TX,71580.0,2373.0
LEAKESVILLE-MS,7181.0,27.0
LEAKEY-TX,1788.0,8.0
LEAMINGTON-UT,294.0,6.0
LEANDER-TX,54068.0,330.0
LEARY-GA,1326.0,9.0
LEASBURG-MO,1673.0,39.0
LEASBURG-NC,1662.0,33.0
LEAVENWORTH-IN,1421.0,23.0
LEAVENWORTH-KS,35475.0,262.0
LEAVENWORTH-WA,6504.0,6.0
LEAVITTSBURG-OH,5270.0,384.0
LEAWOOD-KS,33530.0,2194.0
LEBANON JUNCTION-KY,4103.0,119.0
LEBANON-CT,7308.0,135.0
LEBANON-IL,6089.0,161.0
LEBANON-IN,22060.0,124.0
LEBANON-KS,499.0,2.0
LEBANON-KY,12355.0,86.0
LEBANON-ME,6031.0,110.0
LEBANON-MO,28874.0,71.0
LEBANON-NE,126.0,3.0
LEBANON-NH,8958.0,282.0
LEBANON-NJ,8796.0,264.0
LEBANON-OH,37504.0,461.0
LEBANON-OK,398.0,34.0
LEBANON-OR,28613.0,137.0
LEBANON-PA,66923.0,670.0
LEBANON-SD,96.0,1.0
LEBANON-TN,54054.0,163.5
LEBANON-VA,9521.0,79.0
LEBANON-WI,78.0,478.0
LEBEC-CA,1699.0,11.0
LEBLANC-LA,500.0,19.0
LEBO-KS,1613.0,12.0
LEBURN-KY,849.0,84.0
LECANTO-FL,10562.0,219.0
LECK KILL-PA,266.0,65.0
LECOMPTE-LA,3040.0,37.0
LECOMPTON-KS,1822.0,42.0
LEDBETTER-KY,2336.0,142.0
LEDBETTER-TX,960.0,10.0
LEDGER-MT,233.0,1.0
LEDGEWOOD-NJ,3609.0,1203.0
LEDYARD-CT,8302.0,309.0
LEDYARD-IA,292.0,7.0
LEE CENTER-NY,2315.0,109.0
LEE VINING-CA,449.0,2.0
LEE-FL,2377.0,20.0
LEE-IL,649.0,23.0
LEE-MA,6047.0,174.0
LEE-ME,923.0,11.0
LEE-NH,4330.0,217.0
LEECHBURG-PA,10298.0,274.0
LEEDEY-OK,866.0,3.0
LEEDS-AL,14212.0,247.0
LEEDS-MA,1685.0,328.0
LEEDS-ME,2326.0,58.0
LEEDS-ND,650.0,3.0
LEEDS-NY,1674.0,142.0
LEEDS-UT,1149.0,124.0
LEEPER-PA,1246.0,31.0
LEES SUMMIT-MO,96122.0,1429.0
LEESBURG-AL,3738.0,75.0
LEESBURG-FL,55765.0,734.5
LEESBURG-GA,23304.0,92.0
LEESBURG-IN,3867.0,126.0
LEESBURG-NJ,3070.0,576.0
LEESBURG-OH,4761.0,68.0
LEESBURG-TX,1211.0,35.0
LEESBURG-VA,73675.0,625.5
LEESPORT-PA,7686.0,429.0
LEESVILLE-LA,22762.0,38.0
LEESVILLE-SC,15330.0,93.0
LEESVILLE-TX,418.0,8.0
LEETON-MO,1493.0,21.0
LEETONIA-OH,4727.0,180.0
LEETSDALE-PA,1140.0,1239.0
LEFLORE-OK,193.0,118.0
LEFOR-ND,79.0,1.0
LEFORS-TX,594.0,15.0
LEFT HAND-WV,429.0,29.0
LEGGETT-CA,508.0,9.0
LEGGETT-TX,66.0,25.0
LEHI-UT,49030.0,1575.0
LEHIGH ACRES-FL,84918.0,1193.8333333333333
LEHIGH-IA,750.0,15.0
LEHIGH-KS,309.0,10.0
LEHIGH-OK,422.0,27.0
LEHIGHTON-PA,19353.0,244.0
LEHR-ND,230.0,1.0
LEICESTER-MA,6696.0,419.0
LEICESTER-NC,11334.0,134.0
LEICESTER-NY,1820.0,77.0
LEIGH-NE,903.0,9.0
LEIGHTON-AL,4635.0,49.0
LEIGHTON-IA,600.0,17.0
LEIPSIC-OH,5194.0,50.0
LEISENRING-PA,298.0,741.0
LEITCHFIELD-KY,15349.0,82.0
LEITER-WY,29.0,1.0
LEIVASY-WV,435.0,16.0
LEJUNIOR-KY,352.0,344.0
LELAND-IA,588.0,13.0
LELAND-IL,1902.0,33.0
LELAND-MI,690.0,20.0
LELAND-MS,6462.0,37.0
LELAND-NC,27112.0,194.0
LEMHI-ID,109.0,1.0
LEMING-TX,767.0,143.0
LEMITAR-NM,884.0,15.0
LEMMON-SD,1921.0,2.0
LEMON COVE-CA,534.0,8.0
LEMON GROVE-CA,25460.0,6484.0
LEMONT FURNACE-PA,2976.0,390.0
LEMONT-IL,22919.0,753.0
LEMONT-PA,866.0,210.0
LEMOORE-CA,37412.0,317.0
LEMOYNE-NE,334.0,2.0
LEMOYNE-PA,5957.0,2948.0
LEMPSTER-NH,1160.0,36.0
LENA-IL,4360.0,52.0
LENA-LA,1469.0,10.0
LENA-MS,3956.0,24.0
LENA-WI,3096.0,32.0
LENAPAH-OK,540.0,9.0
LENEXA-KS,46932.0,1481.25
LENGBY-MN,538.0,8.0
LENHARTSVILLE-PA,2041.0,102.0
LENNON-MI,3147.0,123.0
LENNOX-SD,3265.0,37.0
LENOIR CITY-TN,26526.0,301.0
LENOIR-NC,47703.0,145.0
LENORA-KS,546.0,2.0
LENORAH-TX,255.0,4.0
LENORE-ID,1076.0,11.0
LENORE-WV,1250.0,43.0
LENOX DALE-MA,476.0,957.0
LENOX-GA,2848.0,36.0
LENOX-IA,2087.0,16.0
LENOX-MA,4534.0,212.0
LENOX-MO,236.0,14.0
LENOXVILLE-PA,289.0,99.0
LENTNER-MO,132.0,5.0
LENZBURG-IL,1001.0,40.0
LEO-IN,5341.0,411.0
LEOLA-AR,1229.0,6.0
LEOLA-PA,9791.0,500.0
LEOLA-SD,862.0,2.0
LEOMA-TN,5201.0,53.0
LEOMINSTER-MA,40883.0,1436.0
LEON-IA,2901.0,21.0
LEON-KS,1741.0,10.0
LEON-OK,165.0,45.0
LEON-WV,3535.0,30.0
LEONA-TX,671.0,9.0
LEONARD-MI,4727.0,202.0
LEONARD-MN,539.0,6.0
LEONARD-MO,244.0,4.0
LEONARD-ND,581.0,4.0
LEONARD-TX,4090.0,54.0
LEONARDO-NJ,4264.0,1652.0
LEONARDSVILLE-NY,243.0,82.0
LEONARDTOWN-MD,13717.0,228.0
LEONARDVILLE-KS,846.0,13.0
LEONIA-NJ,8950.0,5807.0
LEONIDAS-MI,722.0,36.0
LEONORE-IL,134.0,263.0
LEOPOLD-IN,649.0,20.0
LEOPOLD-MO,614.0,21.0
LEOPOLIS-WI,320.0,23.0
LEOTA-MN,224.0,62.0
LEOTI-KS,1962.0,3.0
LEPANTO-AR,2470.0,49.0
LEQUIRE-OK,112.0,8.0
LERNA-IL,1316.0,34.0
LERONA-WV,1130.0,56.0
LEROY-AL,1136.0,33.0
LEROY-MI,3173.0,35.0
LEROY-TX,151.0,235.0
LESAGE-WV,1993.0,94.0
LESLIE-AR,1867.0,11.0
LESLIE-GA,1296.0,16.0
LESLIE-MI,6229.0,107.0
LESLIE-MO,2002.0,34.0
LESLIE-WV,299.0,74.0
LESTER PRAIRIE-MN,2741.0,86.0
LESTER-AL,1030.0,44.0
LESTER-IA,212.0,465.0
LESTER-WV,1475.0,58.0
LESTERVILLE-MO,706.0,9.0
LESTERVILLE-SD,389.0,6.0
LETART-WV,2051.0,43.0
LETCHER-KY,424.0,66.0
LETCHER-SD,649.0,4.0
LETOHATCHEE-AL,1396.0,13.0
LETONA-AR,220.0,637.0
LETTS-IA,1274.0,18.0
LETTSWORTH-LA,870.0,13.0
LEUPP-AZ,1802.0,2.0
LEVAN-UT,963.0,5.0
LEVANT-KS,158.0,1.0
LEVANT-ME,2851.0,95.0
LEVELLAND-TX,16972.0,39.0
LEVELOCK-AK,72.0,0.0
LEVELS-WV,453.0,31.0
LEVERETT-MA,1851.0,81.0
LEVERING-MI,1892.0,19.0
LEVITTOWN-NY,42791.0,7752.0
LEVITTOWN-PA,64038.0,4301.25
LEWELLEN-NE,737.0,2.0
LEWES-DE,19650.0,401.0
LEWIS CENTER-OH,24721.0,1262.0
LEWIS RUN-PA,2679.0,41.0
LEWIS-CO,639.0,19.0
LEWIS-IA,721.0,13.0
LEWIS-IN,698.0,22.0
LEWIS-KS,720.0,4.0
LEWIS-NY,929.0,20.0
LEWISBERRY-PA,6940.0,247.0
LEWISBURG-KY,5028.0,26.0
LEWISBURG-OH,5298.0,104.0
LEWISBURG-PA,19815.0,318.0
LEWISBURG-TN,21005.0,101.0
LEWISBURG-WV,9128.0,105.0
LEWISPORT-KY,3851.0,56.0
LEWISTON WOODVILLE-NC,1544.0,20.0
LEWISTON-CA,1460.0,19.0
LEWISTON-ID,34230.0,127.0
LEWISTON-ME,36592.0,1072.0
LEWISTON-MI,3857.0,24.0
LEWISTON-MN,2529.0,39.0
LEWISTON-NE,81.0,20.0
LEWISTON-NY,11086.0,562.0
LEWISTON-UT,2237.0,50.0
LEWISTOWN-IL,3794.0,33.0
LEWISTOWN-MO,1167.0,12.0
LEWISTOWN-MT,9105.0,8.0
LEWISTOWN-OH,894.0,29.0
LEWISTOWN-PA,21209.0,216.0
LEWISVILLE-AR,2387.0,11.0
LEWISVILLE-ID,876.0,69.0
LEWISVILLE-IN,965.0,32.0
LEWISVILLE-MN,452.0,14.0
LEWISVILLE-NC,11873.0,428.0
LEWISVILLE-OH,1542.0,21.0
LEWISVILLE-TX,109212.0,2796.0
LEXA-AR,2768.0,27.0
LEXINGTON PARK-MD,24481.0,753.0
LEXINGTON-AL,3635.0,63.0
LEXINGTON-GA,2988.0,35.0
LEXINGTON-IL,3012.0,35.0
LEXINGTON-IN,4373.0,59.0
LEXINGTON-KY,294163.0,2664.0714285714284
LEXINGTON-MA,31394.0,1947.5
LEXINGTON-MI,4780.0,215.0
LEXINGTON-MO,5789.0,79.0
LEXINGTON-MS,7324.0,22.0
LEXINGTON-NC,76998.0,283.0
LEXINGTON-NE,12295.0,47.0
LEXINGTON-NY,213.0,25.0
LEXINGTON-OK,10264.0,80.0
LEXINGTON-OR,475.0,2.0
LEXINGTON-SC,90341.0,616.0
LEXINGTON-TN,17603.0,84.0
LEXINGTON-TX,4475.0,21.0
LEXINGTON-VA,16741.0,81.0
LIBBY-MT,9856.0,7.0
LIBERAL-KS,22073.0,64.0
LIBERAL-MO,1604.0,12.0
LIBERTY CENTER-IN,685.0,34.0
LIBERTY CENTER-OH,4015.0,86.0
LIBERTY HILL-SC,241.0,12.0
LIBERTY HILL-TX,9467.0,95.0
LIBERTY LAKE-WA,9502.0,435.0
LIBERTY-IL,2282.0,19.0
LIBERTY-IN,5879.0,47.0
LIBERTY-KS,391.0,9.0
LIBERTY-KY,10026.0,47.0
LIBERTY-ME,913.0,35.0
LIBERTY-MO,36280.0,420.0
LIBERTY-MS,5016.0,16.0
LIBERTY-NC,10336.0,109.0
LIBERTY-NE,249.0,4.0
LIBERTY-NY,7221.0,272.0
LIBERTY-PA,1300.0,19.0
LIBERTY-SC,15116.0,238.0
LIBERTY-TN,1854.0,25.0
LIBERTY-TX,15949.0,67.0
LIBERTY-WV,1214.0,41.0
LIBERTYTOWN-MD,249.0,677.0
LIBERTYVILLE-IA,615.0,22.0
LIBERTYVILLE-IL,29095.0,1057.0
LICK CREEK-KY,302.0,30.0
LICKING-MO,6776.0,31.0
LICKINGVILLE-PA,53.0,18.0
LIDGERWOOD-ND,1171.0,5.0
LIEBENTHAL-KS,114.0,13.0
LIGNITE-ND,223.0,3.0
LIGNUM-VA,776.0,49.0
LIGONIER-IN,8564.0,123.0
LIGONIER-PA,8916.0,91.0
LIHUE-HI,14683.0,173.0
LIKELY-CA,233.0,1.0
LILBOURN-MO,1705.0,29.0
LILBURN-GA,59660.0,2153.0
LILESVILLE-NC,2158.0,23.0
LILLIAN-AL,4271.0,153.0
LILLIE-LA,688.0,14.0
LILLINGTON-NC,19471.0,157.0
LILLIWAUP-WA,599.0,29.0
LILLY-GA,187.0,99.0
LILLY-PA,2583.0,130.0
LILY DALE-NY,169.0,674.0
LILY-KY,3321.0,204.0
LIMA-IL,170.0,94.0
LIMA-MT,340.0,0.0
LIMA-NY,4267.0,121.0
LIMA-OH,86954.0,626.4
LIMAVILLE-OH,151.0,643.0
LIME SPRINGS-IA,1323.0,12.0
LIMERICK-ME,2946.0,105.0
LIMESTONE-ME,2603.0,33.0
LIMESTONE-NY,1166.0,21.0
LIMESTONE-TN,6121.0,91.0
LIMINGTON-ME,3659.0,90.0
LIMON-CO,3341.0,6.0
LINCOLN CITY-IN,182.0,35.0
LINCOLN CITY-OR,9416.0,223.0
LINCOLN PARK-MI,38098.0,6491.0
LINCOLN PARK-NJ,10607.0,1579.0
LINCOLN UNIVERSITY-PA,10622.0,553.0
LINCOLN-AL,7815.0,99.0
LINCOLN-AR,5343.0,68.0
LINCOLN-CA,47354.0,335.0
LINCOLN-DE,6295.0,213.0
LINCOLN-IA,128.0,547.0
LINCOLN-IL,20405.0,141.0
LINCOLN-KS,1980.0,7.0
LINCOLN-MA,5112.0,375.0
LINCOLN-ME,5948.0,36.0
LINCOLN-MI,1647.0,22.0
LINCOLN-MO,3046.0,26.0
LINCOLN-MT,1286.0,2.0
LINCOLN-NE,265984.0,1794.5238095238096
LINCOLN-NH,1662.0,11.0
LINCOLN-NM,189.0,2.0
LINCOLN-RI,16951.0,1016.0
LINCOLN-TX,850.0,13.0
LINCOLN-WA,190.0,23.0
LINCOLNSHIRE-IL,8384.0,1237.0
LINCOLNTON-GA,7676.0,40.0
LINCOLNTON-NC,38570.0,315.0
LINCOLNVILLE-KS,456.0,6.0
LINCOLNVILLE-ME,3684.0,60.0
LINCOLNWOOD-IL,12590.0,4734.0
LINCROFT-NJ,6095.0,1150.0
LIND-WA,884.0,2.0
LINDALE-GA,4365.0,240.0
LINDALE-TX,18361.0,128.0
LINDEN-AL,3260.0,21.0
LINDEN-CA,4223.0,39.0
LINDEN-IA,438.0,15.0
LINDEN-IN,1088.0,44.0
LINDEN-MI,14767.0,437.0
LINDEN-NC,5018.0,91.0
LINDEN-NJ,41970.0,3868.0
LINDEN-PA,3175.0,133.0
LINDEN-TN,5503.0,19.0
LINDEN-TX,4282.0,26.0
LINDEN-VA,4414.0,86.0
LINDEN-WI,624.0,72.0
LINDENHURST-NY,45700.0,6724.0
LINDENWOOD-IL,585.0,29.0
LINDLEY-NY,1598.0,44.0
LINDON-CO,108.0,1.0
LINDON-UT,10094.0,1256.0
LINDRITH-NM,237.0,1.0
LINDSAY-CA,17423.0,230.0
LINDSAY-MT,149.0,0.0
LINDSAY-NE,721.0,8.0
LINDSAY-OK,6315.0,31.0
LINDSAY-TX,937.0,106.0
LINDSBORG-KS,4736.0,33.0
LINDSEY-OH,999.0,58.0
LINDSIDE-WV,1489.0,41.0
LINDSTROM-MN,7577.0,214.0
LINE LEXINGTON-PA,388.0,309.0
LINEFORK-KY,321.0,20.0
LINESVILLE-PA,4676.0,68.0
LINEVILLE-AL,5582.0,31.0
LINEVILLE-IA,440.0,6.0
LINGLE-WY,996.0,7.0
LINKWOOD-MD,507.0,63.0
LINN CREEK-MO,3446.0,67.0
LINN GROVE-IA,428.0,7.0
LINN-KS,703.0,9.0
LINN-MO,4874.0,40.0
LINN-TX,376.0,1.0
LINN-WV,520.0,15.0
LINNEUS-MO,687.0,7.0
LINTHICUM HEIGHTS-MD,9784.0,1485.0
LINTON-IN,9269.0,138.0
LINTON-ND,1797.0,3.0
LINVILLE-NC,342.0,16.0
LINVILLE-VA,1250.0,70.0
LINWOOD-KS,2031.0,49.0
LINWOOD-MA,290.0,646.0
LINWOOD-MI,4371.0,94.0
LINWOOD-NC,5190.0,189.0
LINWOOD-NE,402.0,7.0
LINWOOD-NJ,7092.0,1820.0
LINWOOD-NY,308.0,55.0
LIPAN-TX,2982.0,18.0
LIPSCOMB-TX,63.0,2.0
LISBON FALLS-ME,4799.0,440.0
LISBON-IA,3192.0,69.0
LISBON-LA,104.0,5.0
LISBON-ME,4228.0,355.0
LISBON-ND,3128.0,11.0
LISBON-NH,2519.0,31.0
LISBON-NY,2357.0,30.0
LISBON-OH,13693.0,133.0
LISCO-NE,217.0,1.0
LISCOMB-IA,432.0,22.0
LISLE-IL,27066.0,3031.0
LISLE-NY,2250.0,68.0
LISMAN-AL,2017.0,14.0
LISMORE-MN,419.0,10.0
LISSIE-TX,217.0,11.0
LITCHFIELD PARK-AZ,26262.0,868.0
LITCHFIELD-CA,405.0,1.0
LITCHFIELD-CT,5720.0,114.0
LITCHFIELD-IL,8930.0,83.0
LITCHFIELD-ME,3577.0,96.0
LITCHFIELD-MI,2605.0,67.0
LITCHFIELD-MN,9656.0,56.0
LITCHFIELD-NE,565.0,5.0
LITCHFIELD-NH,8258.0,553.0
LITCHFIELD-OH,3218.0,131.0
LITCHVILLE-ND,413.0,2.0
LITHIA SPRINGS-GA,21561.0,896.0
LITHIA-FL,19813.0,138.0
LITHONIA-GA,90178.0,1500.5
LITHOPOLIS-OH,460.0,1657.0
LITITZ-PA,42626.0,615.0
LITTCARR-KY,659.0,53.0
LITTLE BIRCH-WV,309.0,45.0
LITTLE CEDAR-IA,127.0,7.0
LITTLE CHUTE-WI,8533.0,2694.0
LITTLE COMPTON-RI,3492.0,170.0
LITTLE DEER ISLE-ME,235.0,61.0
LITTLE EAGLE-SD,371.0,18.0
LITTLE ELM-TX,34934.0,1273.0
LITTLE FALLS-MN,14786.0,65.0
LITTLE FALLS-NJ,26222.0,4606.0
LITTLE FALLS-NY,8906.0,66.0
LITTLE FERRY-NJ,10626.0,7200.0
LITTLE GENESEE-NY,667.0,40.0
LITTLE HOCKING-OH,3014.0,112.0
LITTLE LAKE-MI,266.0,33.0
LITTLE MEADOWS-PA,735.0,30.0
LITTLE MOUNTAIN-SC,2963.0,70.0
LITTLE NECK-NY,24811.0,7563.0
LITTLE ORLEANS-MD,700.0,19.0
LITTLE PLYMOUTH-VA,309.0,13.0
LITTLE RIVER ACADEMY-TX,2104.0,242.0
LITTLE RIVER-AL,217.0,4.0
LITTLE RIVER-CA,795.0,79.0
LITTLE RIVER-KS,878.0,9.0
LITTLE RIVER-SC,15179.0,500.0
LITTLE ROCK-AR,214454.0,1751.6666666666667
LITTLE ROCK-IA,807.0,15.0
LITTLE ROCK-MS,1808.0,28.0
LITTLE ROCK-SC,564.0,26.0
LITTLE SILVER-NJ,5938.0,2202.0
LITTLE SIOUX-IA,378.0,9.0
LITTLE SUAMICO-WI,2549.0,98.0
LITTLE VALLEY-NY,2916.0,39.0
LITTLE YORK-IL,781.0,14.0
LITTLE YORK-NY,168.0,822.0
LITTLEFIELD-AZ,3933.0,1.0
LITTLEFIELD-TX,7230.0,26.0
LITTLEFORK-MN,1336.0,2.0
LITTLEROCK-CA,13033.0,220.0
LITTLESTOWN-PA,10896.0,282.0
LITTLETON-CO,302400.0,2925.7
LITTLETON-IL,293.0,10.0
LITTLETON-MA,8924.0,540.0
LITTLETON-NC,7247.0,39.0
LITTLETON-NH,5939.0,117.0
LITTLETON-WV,1104.0,23.0
LIVE OAK-CA,10718.0,94.0
LIVE OAK-FL,28223.0,472.5
LIVERMORE FALLS-ME,3181.0,162.0
LIVERMORE-CA,83763.0,334.5
LIVERMORE-CO,1759.0,5.0
LIVERMORE-IA,618.0,14.0
LIVERMORE-KY,2060.0,90.0
LIVERMORE-ME,2095.0,56.0
LIVERPOOL-IL,151.0,19.0
LIVERPOOL-NY,52280.0,2392.5
LIVERPOOL-PA,3350.0,85.0
LIVERPOOL-TX,1368.0,68.0
LIVINGSTON MANOR-NY,4042.0,27.0
LIVINGSTON-AL,5468.0,21.0
LIVINGSTON-CA,15457.0,276.0
LIVINGSTON-IL,843.0,706.0
LIVINGSTON-KY,997.0,22.0
LIVINGSTON-LA,10170.0,84.0
LIVINGSTON-MT,11880.0,13.0
LIVINGSTON-NJ,29358.0,2127.0
LIVINGSTON-TN,9898.0,93.0
LIVINGSTON-TX,32517.0,48.0
LIVINGSTON-WI,1134.0,24.0
LIVONIA-LA,2186.0,90.0
LIVONIA-MI,96942.0,2721.3333333333335
LIVONIA-MO,338.0,10.0
LIVONIA-NY,6025.0,180.0
LIZELLA-GA,8652.0,123.0
LIZEMORES-WV,1011.0,38.0
LIZTON-IN,1890.0,72.0
LLANO-CA,1259.0,11.0
LLANO-NM,247.0,12.0
LLANO-TX,6139.0,9.0
LLEWELLYN-PA,205.0,1497.0
LLOYD-MT,74.0,0.0
LOA-UT,1097.0,16.0
LOAMI-IL,1213.0,30.0
LOBELVILLE-TN,2294.0,21.0
LOCH SHELDRAKE-NY,1649.0,267.0
LOCK HAVEN-PA,19063.0,88.0
LOCK SPRINGS-MO,52.0,19.0
LOCKBOURNE-OH,2388.0,80.0
LOCKE-NY,2606.0,54.0
LOCKEFORD-CA,3167.0,397.0
LOCKESBURG-AR,2652.0,12.0
LOCKHART-AL,465.0,865.0
LOCKHART-SC,592.0,188.0
LOCKHART-TX,17081.0,92.0
LOCKNEY-TX,2480.0,7.0
LOCKPORT-IL,36869.0,1312.0
LOCKPORT-KY,223.0,12.0
LOCKPORT-LA,7125.0,144.0
LOCKPORT-NY,50666.0,416.0
LOCKRIDGE-IA,675.0,16.0
LOCKWOOD-CA,592.0,6.0
LOCKWOOD-MO,1980.0,13.0
LOCKWOOD-NY,1029.0,33.0
LOCO-OK,428.0,5.0
LOCUST DALE-VA,305.0,54.0
LOCUST FORK-AL,1748.0,222.0
LOCUST GAP-PA,533.0,214.0
LOCUST GROVE-AR,985.0,21.0
LOCUST GROVE-GA,23249.0,329.0
LOCUST GROVE-OK,6803.0,52.0
LOCUST GROVE-VA,12696.0,229.0
LOCUST HILL-VA,584.0,119.0
LOCUST VALLEY-NY,6464.0,862.0
LOCUST-NC,5369.0,177.0
LOCUSTDALE-PA,180.0,174.0
LODA-IL,1533.0,32.0
LODGE GRASS-MT,1715.0,3.0
LODGE-SC,572.0,14.0
LODGEPOLE-NE,699.0,2.0
LODGEPOLE-SD,176.0,0.0
LODI-CA,72565.0,417.0
LODI-NJ,24136.0,10581.0
LODI-NY,1039.0,50.0
